code,name,address,route_id,status,payment_terms,default_discount,owner_name,phone,email
OUT0314,"Fruit Shop, Kumarakanda",Kumarakanda,6,active,cash,20.0,,,
OUT0315,"Fruit Shop, Kurudugaha",Kurudugaha,6,active,cash,20.0,,,
OUT0316,"Fruit Shop, Labima",Labima,1,active,cash,20.0,,,
OUT0317,"G. L. N. Stores, Beligaha",,2,active,cash,20.0,,,
OUT0318,"G. P. G. Stores, Batapola",batapola,6,active,cash,20.0,,,
OUT0319,"G.D.P Food City, Walasmulla",Walasmulla,1,active,cash,20.0,,,
OUT0320,"G.K.C. Stores,Inimankada",Inimankada,5,active,cash,20.0,,,
OUT0321,"G.K.Stores, Heenatigala",Heenatigala,3,active,cash,20.0,,,
OUT0322,"G.S.M. Technology, Miriswatta Bentara",Mirisswatta,3,active,cash,20.0,,,
OUT0323,"Gagani Stores, Ampegama",Ampegama,3,active,cash,20.0,,,
OUT0324,"Gagasiri Stores, Weerapana",Weerapana,1,active,cash,20.0,,,
OUT0325,"Gahalawatta Stores, Kahaduwa",Kahaduwa,3,active,cash,20.0,,,
OUT0326,"Gajanayaka Super, Aparakka",Aparakka,1,active,cash,20.0,,,
OUT0327,"Gallage Food City, Hikkaduwa","Pereliya, Hikkaduwa",2,active,cash,20.0,,,
OUT0328,"Gallage Foods, Kurudugaha",Kurudugaha,6,active,cash,20.0,,,
OUT0329,"Gallage Stores,Moronthuduwa Rd,Wadduwa",Wadduwa,3,active,cash,20.0,,,
OUT0330,"Galle Kade, Morakatiya",Morakatiya,1,active,cash,20.0,,,
OUT0331,"Galle Stores, Hiyare",Hiyare,2,active,cash,20.0,,,
OUT0332,"Galpothyaya Stores, Galpothyaya",Galpothyaya,1,active,cash,20.0,,,
OUT0333,"Gama Foods, Embilipitiya",Embilipitiya,1,active,cash,20.0,,,
OUT0334,"Gamage Food City, Nagoda",Nagoda,1,active,cash,20.0,,,
OUT0335,"Gamage Food City, Thanayama",Thanayama,1,active,cash,20.0,,,
OUT0336,"Gamage Food City, Yakkalamulla",Yakkalamulla,1,active,cash,20.0,,,
OUT0337,"Gamage Grocery, Keebiela",Keebiela,4,active,cash,20.0,,,
OUT0338,"Gamage Hotel, Kurunduwatta","Udugama Rd, Kurundu Watta",1,active,cash,20.0,,,
OUT0339,"Gamage Stores , Miyenawathura",Miyenawathura,1,active,cash,20.0,,,
OUT0340,"Gamage Stores, Ahangama",Ahangama,2,active,cash,20.0,,,
OUT0341,"Gamage Stores, Baddegama","Hikkaduwa Road, Baddegama",2,active,cash,20.0,,,
OUT0342,"Gamage Stores, Bogahagoda",Bogahagoda,2,active,cash,20.0,,,
OUT0343,"Gamage Stores, Darangala",Darangala,1,active,cash,20.0,,,
OUT0344,"Gamage Stores, Ganegama",Ganegama,2,active,cash,20.0,,,
OUT0345,"Gamage Stores, Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0346,"Gamage Stores, Hiniduma",Hiniduma,3,active,cash,20.0,,,
OUT0347,"Gamage Stores, Kadihingala",kadihingala,1,active,cash,20.0,,,
OUT0348,"Gamage Stores, Kokmaduwa",Kokmaduwa,1,active,cash,20.0,,,
OUT0349,"Gamage Stores, Pannimulla",Pannimulla,1,active,cash,20.0,,,
OUT0350,"Gamage Stores, Thellabura",Thellabura,1,active,cash,20.0,,,
OUT0351,"Gamage Stores, Wanduraba",Wanduraba,2,active,cash,20.0,,,
OUT0352,"Gamage Stores,Thalagaha",,5,active,cash,20.0,,,
OUT0353,"Gamage Super, Hungama",Hungama,1,active,cash,20.0,,,
OUT0354,"Gamage Super, Kidihingala","Kidihingala, Neluwa",1,active,cash,20.0,,,
OUT0355,"Gamarala Fruits, Mampitiya",,2,active,cash,20.0,,,
OUT0356,"Game Kade, Wahungoda",Wahungoda,2,active,cash,20.0,,,
OUT0357,"Gamini Stores , Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0358,"Gamini Stores , Mederi Pitiya",Mederi Pitiya,1,active,cash,20.0,,,
OUT0359,"Gamini Stores, Bulugaha",bulugaha,2,active,cash,20.0,,,
OUT0360,"Gamini Stores, Majuwana",Majuwana,5,active,cash,20.0,,,
OUT0361,"Gamini Stores, Udlan Watta",Udlan Watta,5,active,cash,20.0,,,
OUT0362,"Gamini Stores, Unawatuna",Unawatuna,1,active,cash,20.0,,,
OUT0363,"Gamini Stores, Yatalamatta",Yatalamatta,3,active,cash,20.0,,,
OUT0364,"Gamma Restaurant,Walasmulla",Walasmulla,1,active,cash,20.0,,,
OUT0365,"Gamunu Stores, Thalagaha",Thalagaha,3,active,cash,20.0,,,
OUT0366,"Gandara Stores, Gandara",Gandara,1,active,cash,20.0,,,
OUT0367,"Ganesha Stores, Boossa",Boossa,3,active,cash,20.0,,,
OUT0368,"Ganewatta Stores, Panangala",Panangala,3,active,cash,20.0,,,
OUT0369,"Gayan Stores, Angulugha",Angulugaha,3,active,cash,20.0,,,
OUT0370,"Gayan Stores, Dolamawata",Dolamawata,1,active,cash,20.0,,,
OUT0371,"Gayan Stores, Pinkanda",Pinkanda,3,active,cash,20.0,,,
OUT0372,"Gayan Stores, Yatalamatta",Yatalamatta,2,active,cash,20.0,,,
OUT0373,"Gayan Super, Wanduraba",Wanduraba,2,active,cash,20.0,,,
OUT0374,"Gayan Trades, Gonapinuwala",Gonainuwala,2,active,cash,20.0,,,
OUT0375,"Gayani Stores, Indurupathvila",Indurupathvila,2,active,cash,20.0,,,
OUT0376,"Geetha Tea Room,Boossa",Boossa,7,active,cash,20.0,,,
OUT0377,"Get Well Pharmacy, Udugama",Udugama,1,active,cash,20.0,,,
OUT0378,"Gihan Stores, Monroliya watta",Monroliya Watta,5,active,cash,20.0,,,
OUT0379,"Gihansa Stores, Udugama",Udugama,3,active,cash,20.0,,,
OUT0380,"Gimhana Home Needs, Ambalangoda",Ambalangoda,2,active,cash,20.0,,,
OUT0381,"Gimhana Stores, Rathgama",Rathgama,2,active,cash,20.0,,,
OUT0382,"Godage Milk Bar, Rahula Junction",Rahula Junction,1,active,cash,20.0,,,
OUT0383,"Govijana Sewa Alevisala, Pinkanda",Pinkanda,2,active,cash,20.0,,,
OUT0384,"Grab & Food City, Bataduwa",bataduwa,2,active,cash,20.0,,,
OUT0385,"Grad Lgo, Bataduwa",Bataduwa,2,active,cash,20.0,,,
OUT0386,"Gunarathna Stores, Karandeniya",karandeniya,3,active,cash,20.0,,,
OUT0387,"Gunasena Stores, Karandeniya",Karandeniya,3,active,cash,20.0,,,
OUT0388,"Gunasiri Grocery, Porawagama",PORAWAGAMA Mapalagama,3,active,cash,20.0,,,
OUT0389,"Gunathilaka Grocery, Batapola",Batapola,2,active,cash,20.0,,,
OUT0390,"Gunathilaka Stores, Nayapamula",Nayapamulla,1,active,cash,20.0,,,
OUT0391,"Gunathunaga Stores , Miyenawathura",Miyenawathura,1,active,cash,20.0,,,
OUT0392,"Gunawardhana Stores, Baddegama",Baddegama,2,active,cash,20.0,,,
OUT0393,"Gunawathi Stores, Thelikada",Thelikada,2,active,cash,20.0,,,
OUT0394,"Guruge Food City, Thangalla",Thangalla,1,active,cash,20.0,,,
OUT0395,"Guruge Stores, Ganegama",Ganegama,2,active,cash,20.0,,,
OUT0396,"Guruge Stores, Hikkaduwa",,2,active,cash,20.0,,,
OUT0397,"Guruge Stores, Ranna",ranna,1,active,cash,20.0,,,
OUT0398,"Guruge Trades, Ranna",Ranna,1,active,cash,20.0,,,
OUT0399,"Gurusingha Food City, Akmeemana",Akmeemana,1,active,cash,20.0,,,
OUT0400,"Guruwala Stores, Nagoda",Nagoda,6,active,cash,20.0,,,
OUT0401,"H.B.Super, Ampegama",Ampegama,3,active,cash,20.0,,,
OUT0402,"H.G.A. Stores, Mahalapitiya",mahalapitiya,5,active,cash,20.0,,,
OUT0403,"H.M. Food City, Kahada",Kahada,2,active,cash,20.0,,,
OUT0404,"H.M. Food Corner, Nakiyadeniya",Nakiyadeniya,4,active,cash,20.0,,,
OUT0405,"H.M.,Thellabura",Thellabura,4,active,cash,20.0,,,
OUT0406,"H.M.S.Stores, Pilana",Pilana,1,active,cash,20.0,,,
OUT0407,"H.R.Food City, Ginigala Junction",Ginigala Junction,4,active,cash,20.0,,,
OUT0408,"H.R.Food City, Pilana",Pilana,4,active,cash,20.0,,,
OUT0409,"Hal Kade, Nayapamula",Nayapamula,2,active,cash,20.0,,,
OUT0410,"Hansa Stores, Kumarakanda",Kumarakanda,3,active,cash,20.0,,,
OUT0411,Hansagiri Super Baddegama,Baddegama,7,active,cash,20.0,,,
OUT0412,"Hansani Stores, Dulana",,5,active,cash,20.0,,,
OUT0413,"Hansi Stores, Elpitiya",Amugoda Elpitiya rd,3,active,cash,20.0,,,
OUT0414,"Happy To See You Mart, Jesminveliya",Jesminweliya,1,active,cash,20.0,,,
OUT0415,"Hapuarachchi Stores, Ganegama",Ganegama,2,active,cash,20.0,,,
OUT0416,"Harald Stores, Nugaduwa",Nugaduwa,2,active,cash,20.0,,,
OUT0417,"Haritha Grocery, Yakkalamulla",Yakkalamulla,3,active,cash,20.0,,,
OUT0418,"Harsha Food City, Thalgaswala",Thalgaswala Rakadahena,2,active,cash,20.0,,,
OUT0419,"Harsha Stores, Angulugaha",Angulugaha,3,active,cash,20.0,,,
OUT0420,"Hasara Hotel, Pinnaduwa","Pinnaduwa, Walahanduwa Galle",1,active,cash,20.0,,,
OUT0421,"Hasaral Pharmacy, Galle",Galle,2,active,cash,20.0,,,
OUT0422,"Hasini Grocery, Labuduwa",Labuduwa,3,active,cash,20.0,,,
OUT0423,"Hasitha Stores, Bulugaha Handiya",Bulugaha Handiya,2,active,cash,20.0,,,
OUT0424,"Hazeem Stores, Piyadigama",Piyadigama,3,active,cash,20.0,,,
OUT0425,"Health 1st Pharmacy, Waligama",Waligama,1,active,cash,20.0,,,
OUT0426,"Heendeniya Stores, Heendeniya",Heendeniya,5,active,cash,20.0,,,
OUT0427,"Heladiwa  Super, Embilipitiya",Embilipitiya,1,active,cash,20.0,,,
OUT0428,"Hemantha Super, Makandura",Makandura,3,active,cash,20.0,,,
OUT0429,Herald Stores. Nugaduwa,"Akuressa Rd, Nugaduwa",1,active,cash,20.0,,,
OUT0430,"Hettiarachchi Stores, Batapola",Batapola,6,active,cash,20.0,,,
OUT0431,"Hettiarachchi Stores, Miriswatta Benthara",Benthara,3,active,cash,20.0,,,
OUT0432,"Hettiarachchi Stores, Pitadeniya",Pitadeniya,5,active,cash,20.0,,,
OUT0433,"Hewawasam Stores, Balagoda",balagoda,5,active,cash,20.0,,,
OUT0434,"Highland Grocery, Bataduwa",Bataduwa,4,active,cash,20.0,,,
OUT0435,"Highland Grocery, Karapitiya",Karapitiya,4,active,cash,20.0,,,
OUT0436,"Highland Grocery, Madakeebiya",Madakeebiya,5,active,cash,20.0,,,
OUT0437,"Highland Grocery, Udugama Road",,4,active,cash,20.0,,,
OUT0438,"Highland Grocery,Mampitiya",Mampitiya,4,active,cash,20.0,,,
OUT0439,"Highland Milk Bar, Mathara Rahula",Mathara Rahula,1,active,cash,20.0,,,
OUT0440,"Highland Milk Bar, Nayapamula",Nayapamula,3,active,cash,20.0,,,
OUT0441,"Highway Super Mart, Meepawala",Meepawala,4,active,cash,20.0,,,
OUT0442,"Hiruni Pharmacy, Dikwella",Dikwella,1,active,cash,20.0,,,
OUT0443,"Home Needs,",,2,active,cash,20.0,,,
OUT0444,"Horangalla  Foods, Thalgaswala",Nagoda,6,active,cash,20.0,,,
OUT0445,"Horangalla  Foods, Thalgaswala Town",,6,active,cash,20.0,,,
OUT0446,"Horangalla Janction Stores, Rakadahena",Rakadahena,6,active,cash,20.0,,,
OUT0447,"Hotel Sunrise, Manawila","Manawila, Walahanduwa, Galle",1,active,cash,20.0,,,
OUT0448,"Hulangamuwa Grocery, Sadajana Mawatha",Galle,2,active,cash,20.0,,,
OUT0449,"I. F. C. Stores, Hikkaduwa",Hikkaduwa,3,active,cash,20.0,,,
OUT0450,"Iduwari Stores, Mapalagama",Mapalagama,3,active,cash,20.0,,,
OUT0451,"Ilangakoon Stores, Thotagamuwa",THOTAGAMUWA,2,active,cash,20.0,,,
OUT0452,"Illamperuma Stores, walivitiya",walivitiya,1,active,cash,20.0,,,
OUT0453,"Illeperuma Stores, Walipitiya",Walipitiya,1,active,cash,20.0,,,
OUT0454,"Imago Food City, Imaduwa","Ahangama Rd, Imaduwa",1,active,cash,20.0,,,
OUT0455,"Imago Super Center, Imaduwa",Imaduwa,1,active,cash,20.0,,,
OUT0456,"Imali Stores, Kuruduwatta",Kuruduwatta,5,active,cash,20.0,,,
OUT0457,"Imandi Stores, Nugethota",Nugethota,3,active,cash,20.0,,,
OUT0458,"Indika Food City, Kumarakanda",Kumarakanda,6,active,cash,20.0,,,
OUT0459,"Indika Grocery, Isadin Town",Isadin Town,1,active,cash,20.0,,,
OUT0460,"Indika Stores, Ginimellagaha",Ginimellagaha,2,active,cash,20.0,,,
OUT0461,"Indika Super, Mathara",Mathara,1,active,cash,20.0,,,
OUT0462,"Indra Food City, Nalagasdeniya",Walasdeniya,2,active,cash,20.0,,,
OUT0463,"Indra Super, Alubomulla, Panadura",Panadura,3,active,cash,20.0,,,
OUT0464,"Indu Grocery, Hapugala.",Hapugala,4,active,cash,20.0,,,
OUT0465,"Indunil Stores, Imaduwa",Imaduwa,2,active,cash,20.0,,,
OUT0466,"Induwara Pharmacy, Jayanthi Junction",Jayanthi Junction,1,active,cash,20.0,,,
OUT0467,"Induwara Stores, Amugoda","Elpitiya Rd, Amugoda",3,active,cash,20.0,,,
OUT0468,"Induwara Stores, Erambudugoda",Erambudugoda,1,active,cash,20.0,,,
OUT0469,"Induwara Stores, Udugama",Udugama,3,active,cash,20.0,,,
OUT0470,"Isanka Stores, Darangala",Darangala,1,active,cash,20.0,,,
OUT0471,"Ishadi Stores, Batapola",Batapola,6,active,cash,20.0,,,
OUT0472,"Ishan Stores, Dadalla",dadalla,3,active,cash,20.0,,,
OUT0473,"Ishani Stores, Pahalakeebiya",,3,active,cash,20.0,,,
OUT0474,"Isitha Super Mart, Thelijjavila","Nape Junction, Telijjawila",1,active,cash,20.0,,,
OUT0475,"Isuru Grocery, Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0476,"Isuru Pharmacy, Akuressa",Akuressa,1,active,cash,20.0,,,
OUT0477,"Isuru Pharmacy, Deniyaya",Deniyaya,1,active,cash,20.0,,,
OUT0478,"Isuru Pharmacy, Gonapinuwala","Baddegama Road, Gonapinuwala",7,active,cash,20.0,,,
OUT0479,"Isuru Stores, Nagoda",Nagoda,2,active,cash,20.0,,,
OUT0480,"Isuru Trades, Wadduwa",Wadduwa,3,active,cash,20.0,,,
OUT0481,"J. I. Super, Neluwa",Main Street Neluwa,1,active,cash,20.0,,,
OUT0482,"J.N.S.Stores, Kothmaduwa",Kothamaduwa,1,active,cash,20.0,,,
OUT0483,"J.P.G. Stores, Nindana",Nindana,2,active,cash,20.0,,,
OUT0484,"Jagath Food City, Hikkaduwa",Hikkaduwa,3,active,cash,20.0,,,
OUT0485,"Jagath Foods, Thalgaswala",Thalgaswala,6,active,cash,20.0,,,
OUT0486,"Jagath Stores, Julampitiya",Julampitiya,1,active,cash,20.0,,,
OUT0487,"Jagath Super, Kalegana","Wakwella Road, Kalegana",2,active,cash,20.0,,,
OUT0488,"Jagath Super, Middeniya",Middeniya,1,active,cash,20.0,,,
OUT0489,"Jagath Super, Nalagasdeniya",Nalagasdeniya,2,active,cash,20.0,,,
OUT0490,"Jagoda Food City, Thalgampala",Thalgampala,4,active,cash,20.0,,,
OUT0491,"Jagoda Stores, Nagoda",Nagoda,2,active,cash,20.0,,,
OUT0492,"Jagoda Stores, Walahanduwa",Walahanduwa,3,active,cash,20.0,,,
OUT0493,"Janahitha Stores, Bogahagoda","Akuressa RD, BOGAHAGODA",3,active,cash,20.0,,,
OUT0494,"Janaka Srores, Karandeniya",Karandeniya,6,active,cash,20.0,,,
OUT0495,"Janaka Stores, Wakwella",Wakwella,2,active,cash,20.0,,,
OUT0496,"Janath Stores, Thalgaswala",Thalgaswala,2,active,cash,20.0,,,
OUT0497,"Janction Trade Center, Horangalla",Horangalla,5,active,cash,20.0,,,
OUT0498,"Janith Stores, Wanduraba",Wanduraba,3,active,cash,20.0,,,
OUT0499,"Janitha Stores, Wakwella",WEakwella,5,active,cash,20.0,,,
OUT0500,"Jaya Foods, Batapola",Batapola,6,active,cash,20.0,,,
OUT0501,"Jaya Sri  Foods, Porogama",Porogama,2,active,cash,20.0,,,
OUT0502,"Jaya Sri Super, Thalgaswala",Thalgaswala,3,active,cash,20.0,,,
OUT0503,"Jaya Stores, Dunwatta",Dunwatta,3,active,cash,20.0,,,
OUT0504,"Jaya Stores, Habaraduwa",Habaraduwa,3,active,cash,20.0,,,
OUT0505,"Jayadana Food City, Hungama",Hungama,1,active,cash,20.0,,,
OUT0506,"Jayadi Stores,Rejjipura",Rejjipura,3,active,cash,20.0,,,
OUT0507,"jayampathi Stores, Adurathvila",Adurathvila,2,active,cash,20.0,,,
OUT0508,"Jayananda Super, Dikwella",Dikwella,1,active,cash,20.0,,,
OUT0509,"Jayani City Shop,Kirilipane",Kirilipane,1,active,cash,20.0,,,
OUT0510,"Jayani Stores, Telwatta",Telwatta,3,active,cash,20.0,,,
OUT0511,"Jayanisha Grocery, Induruwa",Induruwa,3,active,cash,20.0,,,
OUT0512,"Jayantha Stores, Ambalanthota",Ambalanthota,1,active,cash,20.0,,,
OUT0513,"Jayantha Stores, Galle",Galle,2,active,cash,20.0,,,
OUT0514,"Jayantha Stores, Mathara",Mathara,1,active,cash,20.0,,,
OUT0515,"Jayarathna Grocery, Batuwanthudawa",Batuwanthudawa,4,active,cash,20.0,,,
OUT0516,"Jayarathna Grocery, Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0517,"Jayas Stores, Habaraduwa",Habaraduwa,2,active,cash,20.0,,,
OUT0518,"Jayasanka Stores, Balagoda",Balagoda,5,active,cash,20.0,,,
OUT0519,"Jayasanka Stores, Gandara",Gandara,1,active,cash,20.0,,,
OUT0520,"Jayasingha Stores, Walahanduwa",Walahanduwa,3,active,cash,20.0,,,
OUT0521,"Jayasiri Grocery, Sangamitta",Sangamitta,2,active,cash,20.0,,,
OUT0522,"Jayasiri Stores, Mawadala",Mawadala,1,active,cash,20.0,,,
OUT0523,"Jayasiri Stores,Pallerota",Pallerota,1,active,cash,20.0,,,
OUT0524,"Jayasiri Traders, Pallegama",Pallegama,1,active,cash,20.0,,,
OUT0525,"Jayasri Super, Thalgaswala","Waththehena, Thalgaswala",3,active,cash,20.0,,,
OUT0526,"Jayasundara Stores, Mapalagama",Mapalagama,3,active,cash,20.0,,,
OUT0527,"Jayathilaka Food City, Wanduraba",Wanduraba,2,active,cash,20.0,,,
OUT0528,"Jayathilaka Super, Polonmaruwa","Polonmaruwa, Beliaththa",1,active,cash,20.0,,,
OUT0529,"Jayawardhana Grocery, Abagaha Junction",Abagaha Junction,4,active,cash,20.0,,,
OUT0530,"Jayawardhana Stores, Induruwa",Induruwa,2,active,cash,20.0,,,
OUT0531,"Jayawardhana Stores, Nagoda","Nagoda, Unanvitiya",2,active,cash,20.0,,,
OUT0532,"Jayawardhana Stores, Rathgama",Rathgama,2,active,cash,20.0,,,
OUT0533,"Jayawardhana Stores, Unanvitiya",Unanvitiya,3,active,cash,20.0,,,
OUT0534,"Jayaweera Stores, Julgaha","Wakwella Road, Julgaha",4,active,cash,20.0,,,
OUT0535,"Jayaweera Stores, Nawadagala",Nawadagala,3,active,cash,20.0,,,
OUT0536,Jeewan Fruits Udugama,Udugama,1,active,cash,20.0,,,
OUT0537,"Jeewantha Stores , Nalawaha",Nalawaha,1,active,cash,20.0,,,
OUT0538,"Jeewantha Stores, Kothmaduwa",Kothmaduwa,1,active,cash,20.0,,,
OUT0539,"Jinasiri Stores, Imaduwa",Imaduwa,1,active,cash,20.0,,,
OUT0540,"Junction Trade Center, Thalgaswala",Thalgaswala,3,active,cash,20.0,,,
OUT0541,"K. A. Stores, Ginimellagaha",Ginimellagaha,5,active,cash,20.0,,,
OUT0542,"K. D. Food City, Watarakgoda","Watarakgoda, Beliaththa",1,active,cash,20.0,,,
OUT0543,"K. D. H. Stores, Ambalangoda",Ambalangoda,3,active,cash,20.0,,,
OUT0544,"K. G. E. Fruits, 8 Kanuwa",8 kanuwa,2,active,cash,20.0,,,
OUT0545,"K. G. Food City, Derangala",Derangala,1,active,cash,20.0,,,
OUT0546,"K. G. Stores, Abekubura",Abekubura,2,active,cash,20.0,,,
OUT0547,"K. H. D. Stores,",,2,active,cash,20.0,,,
OUT0548,"K. L. P. Super Center, Thibbotuwawa",Thibbotuwawa,1,active,cash,20.0,,,
OUT0549,"K. M. P. Stores, Imaduwa",Imaduwa,2,active,cash,20.0,,,
OUT0550,"K. W. Stores, Makandura","Akuressa Rd, Makandura, Matara",1,active,cash,20.0,,,
OUT0551,"K.C.Stores, Udalamatta",Udalamatta,3,active,cash,20.0,,,
OUT0552,"K.D. Food City, Meegahathanna",Meegahathanna,3,active,cash,20.0,,,
OUT0553,"K.D. Stores, Makandura",Makandura,1,active,cash,20.0,,,
OUT0554,"K.D.K.Stores, Hammaliya",Hammaliya,3,active,cash,20.0,,,
OUT0555,"K.D.M.Stores,Piyadigama",piyadigama,2,active,cash,20.0,,,
OUT0556,"K.G.S.Stores, Ginigala Junction",Ginigala Junction,4,active,cash,20.0,,,
OUT0557,"K.J.T. Stores, Sitinamaluwa",Sitinamaluwa,1,active,cash,20.0,,,
OUT0558,"K.L.P Super City, Akuressa",Akuressa,1,active,cash,20.0,,,
OUT0559,"K.M.A.Super Center, Kuruduwatta",Kuruduwatta,4,active,cash,20.0,,,
OUT0560,"K.M.J. Super City, Pitadeniya",Pitadeniya,5,active,cash,20.0,,,
OUT0561,"K.W.D.Stores, Padinnoruwa",Padinnoruwa,1,active,cash,20.0,,,
OUT0562,"Kadapila Supiri Super Market, Embilipitiya",Embilipitiya,1,active,cash,20.0,,,
OUT0563,"Kahada Stores, Dikkubura Rd","Agulugaha, Dikkubura",3,active,cash,20.0,,,
OUT0564,"Kalan Kade, Hikkaduwa","Galle Rd, Hikkaduwa",7,active,cash,20.0,,,
OUT0565,"Kalana Stores, Batapola",Batapola,6,active,cash,20.0,,,
OUT0566,"Kalansooriya Stores, Pahalakeebiya",Pahalakeebiya,5,active,cash,20.0,,,
OUT0567,Kalinga Family Mart - Kottegoda,Kottegoda,1,active,cash,20.0,,,
OUT0568,"Kallapatha Kade, Elpitiya",Elpitiya,2,active,cash,20.0,,,
OUT0569,"Kaluarachchi Stores, Mathugama",Mathugama,3,active,cash,20.0,,,
OUT0570,"Kalum Stores, Ellakanda",Ellaknda,3,active,cash,20.0,,,
OUT0571,"Kalum Stores, Karandeniya",Karandeniya,3,active,cash,20.0,,,
OUT0572,"Kalum Stores, Rathgama",Rathgama,5,active,cash,20.0,,,
OUT0573,"kaluthota Products, Hakmana",Hakmana,1,active,cash,20.0,,,
OUT0574,"Kamal Stores, Rathgama",Rathgama,5,active,cash,20.0,,,
OUT0575,"Kamani Stores, No 10, Dodanduwa",Dodanduwa,6,active,cash,20.0,,,
OUT0576,"Kamatha Stores, Habaraduwa",Habaraduwa,1,active,cash,20.0,,,
OUT0577,"Kanda Uda Kade, Arachchikanda",Arachchikanda,2,active,cash,20.0,,,
OUT0578,"Kande Kade, Pathana",Pathana,2,active,cash,20.0,,,
OUT0579,"Kanthi Stores Boossa,","Rescores Junction, Boossa",2,active,cash,20.0,,,
OUT0580,"Kanthi Stores, Araba Handiya",Araba Handiya,2,active,cash,20.0,,,
OUT0581,"Kanthoruwa Kade, Hiare",Hiare,5,active,cash,20.0,,,
OUT0582,"Kapila Stores, Thalgaswala",Thalgaswala,6,active,cash,20.0,,,
OUT0583,"Kapruka Traders, Pedurugewela","Pedurugewela junction, Galle",7,active,cash,20.0,,,
OUT0584,"Kapruka, Peduruwela Junction",Peduruwela Junction,4,active,cash,20.0,,,
OUT0585,"Karapitiya Agencies, Karapitiya",Karapitiya,4,active,cash,20.0,,,
OUT0586,"Karawala Kade, Mada Keebiya",Madakeebiya,5,active,cash,20.0,,,
OUT0587,"Kariyawasam Stores, Dodangoda",Dodangoda,2,active,cash,20.0,,,
OUT0588,"Kariyawasam Stores, Mahalapitiya",Mahalapitiya,3,active,cash,20.0,,,
OUT0589,"Kariyawasam Stores, Nagoda",Nagoda,6,active,cash,20.0,,,
OUT0590,"Kariyawasam Stores, Rakadahena",Rakadahena,3,active,cash,20.0,,,
OUT0591,"Karunarathna Stores, Akuressa",Thibbotuwawa,1,active,cash,20.0,,,
OUT0592,"Karunarathne Grocery, Thibbotuwawa","Thibbotuwawa, Akuressa",1,active,cash,20.0,,,
OUT0593,"Karunasena Stores, Aluthgama",Aluthgama,3,active,cash,20.0,,,
OUT0594,"Kashmila Stores, Kumarakanda",Kumarakanda,6,active,cash,20.0,,,
OUT0595,"Kasun Stores, Hapugala.","Apegama Road, Hapugla",4,active,cash,20.0,,,
OUT0596,"Kasun Stores, Thelikada",,5,active,cash,20.0,,,
OUT0597,"Kasun Super , Dellawa",Dellawa,1,active,cash,20.0,,,
OUT0598,"Kaushalya Stores, Kakillamandiya",Kakilamandiya,5,active,cash,20.0,,,
OUT0599,"Kavindu Stores, Kamburugamuwa",Kamburugamuwa,1,active,cash,20.0,,,
OUT0600,"Kavindu Stores, Kobeythuduwa",Kobeythuduwa,6,active,cash,20.0,,,
OUT0601,"Kavisha Stores, Habaraduwa",Habaraduwa,2,active,cash,20.0,,,
OUT0602,"Kawisha Stores, Harumalgoda",Harumalgoda,2,active,cash,20.0,,,
OUT0603,"Keerthi Stores, Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0604,"Kenuli Stores, Thalgaswala",Thalgaswala,6,active,cash,20.0,,,
OUT0605,"Keshila Stores, Dampola",Dampola,1,active,cash,20.0,,,
OUT0606,"Kindeniya Stores, Kindeniya",Kindeniya Wanduraba,3,active,cash,20.0,,,
OUT0607,"Kintop Super, Kamburupitiya",kamburupitiya,1,active,cash,20.0,,,
OUT0608,"Kinuli Grocery, Wadugoda",Wadugoda,3,active,cash,20.0,,,
OUT0609,"Kiri Kade, Pilana",Pilana,4,active,cash,20.0,,,
OUT0610,"Kirthi Stores, Hapugala",Hapugala,4,active,cash,20.0,,,
OUT0611,"Kodagoda Stores, Yakkalamulla",Yakkalamulla,3,active,cash,20.0,,,
OUT0612,"Kodikara Stores, Galle",Galle,2,active,cash,20.0,,,
OUT0613,"Kodithuwakku Stores, Idigaskatiya",Idigasketiya,2,active,cash,20.0,,,
OUT0614,"Kosgaha Kade, Walahanduwa",,2,active,cash,20.0,,,
OUT0615,"Kotabo Stores, Weeraketiya",Weeraketiya,1,active,cash,20.0,,,
OUT0616,"Krishmi Food City,Marakolliya","Marakolliya, Thangalla",1,active,cash,20.0,,,
OUT0617,"Krishna Stores, Galle","Pettigalawatta Road, Galle",7,active,cash,20.0,,,
OUT0618,"Kumar Stores, Kongahagoda",Kongahagoda,5,active,cash,20.0,,,
OUT0619,"Kumara Grocery, Galwadugoda",Galwadugoda,4,active,cash,20.0,,,
OUT0620,"Kumara Stores, Kottawa",Kottawa,2,active,cash,20.0,,,
OUT0621,"Kumara Stores, Nagoda",Nagoda,6,active,cash,20.0,,,
OUT0622,"Kumaradasa Super City, Heenatigala",Heenatigala,3,active,cash,20.0,,,
OUT0623,Kumarage Food City. Wandurambaa.,Wanduramba,7,active,cash,20.0,,,
OUT0624,Kumarasadasa Super City. Heenatigala,Heenatigala,3,active,cash,20.0,,,
OUT0625,"Kumarasingha Shop, Kurudugaha",Kurudugaha,6,active,cash,20.0,,,
